UniProt ID	Drug ID
Q8IZS8	DB00421
Q7Z3S7	DB00421
Q13936	DB00421
Q01668	DB00421
O60840	DB00421
Q13698	DB00421
Q02641	DB00421
Q08289	DB00421
P54284	DB00421
O00305	DB00421
Q00975	DB00421
O00555	DB00421
Q15878	DB00421
O43497	DB00421
O95180	DB00421
Q9P0X4	DB00421
Q00653	DB05559
P19838	DB05559
P48048	DB11148
P78508	DB11148
Q14654	DB11148
Q14500	DB11148
Q9UNX9	DB11148
Q99712	DB11148
Q15842	DB11148
Q12791	DB09089
Q16558	DB09089
Q9Y691	DB09089
Q9NPA1	DB09089
Q86W47	DB09089
O15554	DB09089
Q92952	DB09089
Q9H2S1	DB09089
Q9UGI6	DB09089
Q13131	DB12010
P54646	DB12010
Q9Y478	DB12010
O43741	DB12010
P54619	DB12010
Q9UGJ0	DB12010
Q9UGI9	DB12010
P21397	DB00721
P27338	DB00721
P54750	DB09283
Q01064	DB09283
Q14123	DB09283
Q9Y233	DB09283
P27815	DB09283
Q07343	DB09283
Q08493	DB09283
Q08499	DB09283
Q9NP56	DB09283
O00408	DB09283
Q14432	DB09283
Q13370	DB09283
O76074	DB09283
P51160	DB09283
Q9HCR9	DB09283
Q13946	DB09283
O60658	DB09283
O95263	DB09283
O76083	DB09283
P16499	DB09283
P35913	DB09283
Q07021	DB09130
Q9H1R3	DB12010
P98066	DB00945
Q05586	DB00289
Q12879	DB00289
Q13224	DB00289
Q14957	DB00289
O15399	DB00289
Q8TCU5	DB00289
O60391	DB00289
P28223	DB06678
P41595	DB06678
P28335	DB06678
P08908	DB01221
P28222	DB01221
P28221	DB01221
P28566	DB01221
P30939	DB01221
P60709	DB12695
O95718	DB01645
P63261	DB11638
P05090	DB09130
P01876	DB14487
P01871	DB14487
Q92806	DB11633
O95259	DB00637
Q15493	DB11348
Q9ULB1	DB11348
O00299	DB11638
Q92736	DB09085
P67870	DB04216
P28907	DB14811
P49908	DB14487
Q8N907	DB14487
P09769	DB12010
P36956	DB09539
P25105	DB09166
Q9HC97	DB11156
Q9UE69	DB09207
P54756	DB12010
Q9NYL2	DB12010
P25713	DB14487
Q8TDU6	DB03619
Q99571	DB14575
Q9Y2T6	DB09061
P06733	DB09130
O75340	DB01593
O14618	DB14487
Q969S2	DB09130
P46663	DB01197
P04279	DB14487
O15304	DB14487
P46939	DB14487
Q06830	DB09130
Q0VD83	DB09130
Q16552	DB11569
O43613	DB11951
O43614	DB11951
P21453	DB09105
Q99870	DB11915
P29460	DB14004
Q9NPF7	DB14004
Q13547	DB06603
Q969S8	DB06603
Q96DB2	DB06603
Q92769	DB06603
O15379	DB06603
P56524	DB06603
Q9UQL6	DB06603
Q9UBN7	DB06603
Q8WUI4	DB06603
Q9BY41	DB06603
Q9UKV0	DB06603
P14867	DB00555
P47869	DB00555
P34903	DB00555
P48169	DB00555
P31644	DB00555
Q16445	DB00555
Q8N1C3	DB00555
P18507	DB00555
Q99928	DB00555
Q09428	DB01016
Q14654	DB01016
Q99828	DB11348
P30626	DB11348
Q99653	DB11348
P35556	DB11348
O14958	DB11348
Q9UBV8	DB11348
P13693	DB11348
O75838	DB11348
P31415	DB11348
Q02818	DB11348
P80303	DB11348
Q75N90	DB11348
P28676	DB11348
Q9ULU8	DB11348
P0DP24	DB11348
P0DP25	DB11348
Q96FQ6	DB11348
P22676	DB11348
Q13938	DB11348
Q86UW7	DB11348
Q96L12	DB11348
Q13936	DB00825
Q01668	DB00825
O60840	DB00825
Q13698	DB00825
Q02641	DB00825
Q08289	DB00825
P54284	DB00825
O00305	DB00825
O00555	DB00825
O43497	DB09089
O95180	DB09089
Q9P0X4	DB09089
Q96PD7	DB13961
P02786	DB13949
P29372	DB01593
P05109	DB01593
P22626	DB11638
P23246	DB11638
P12814	DB09130
P09525	DB09130
P31946	DB12695
P18669	DB11638
P43487	DB12695
P30101	DB09130
P04155	DB04468
P07288	DB04839
Q9NZD4	DB14488
Q16595	DB14488
P06702	DB01593
O15350	DB14487
Q9UEW3	DB11132
Q99623	DB15495
Q16602	DB12228
P39748	DB14488
P00846	DB13952
Q14457	DB13952
O75964	DB12695
P61978	DB12695
P09493	DB12695
Q6V0L0	DB00755
P12004	DB00945
P04217	DB09130
P02765	DB09130
P06727	DB09130
P04003	DB09130
P07358	DB09130
P08603	DB09130
P05156	DB09130
P10909	DB09130
P00739	DB09130
P35858	DB09130
P19823	DB09130
P04264	DB09130
P13645	DB09130
P35908	DB09130
P35527	DB09130
P29622	DB09130
O14791	DB14487
P20851	DB14487
P46736	DB14487
P07357	DB14487
P81605	DB14487
P15924	DB11638
P05160	DB09310
O75636	DB14487
Q86YZ3	DB14487
P01599	DB14487
P80748	DB14487
P19827	DB14487
Q06033	DB14487
Q14624	DB14487
P01591	DB14487
P14923	DB14487
P02533	DB14487
P08779	DB14487
P13647	DB14487
P02538	DB14487
P20742	DB14487
P01011	DB14487
P51693	DB09130
Q06481	DB14487
Q6FHJ7	DB00790
Q92945	DB11638
P47775	DB14009
F1T0I5	DB14009
Q02083	DB14009
Q9Y5S1	DB11755
Q9HBA0	DB11148
P31391	DB13985
Q13873	DB12010
Q92911	DB09418
P20393	DB14014
Q14995	DB14014
A0A024R8I1	DB00996
Q00975	DB00996
P21728	DB11275
P21918	DB11275
P14416	DB11275
P35462	DB11275
P21917	DB11275
P42680	DB15035
P42681	DB15035
P30530	DB12141
P51451	DB15035
P51813	DB15035
Q16288	DB12010
P08922	DB12010
Q15910	DB14581
O95264	DB00988
Q12809	DB00590
Q9H252	DB00590
Q9NS40	DB00590
Q14500	DB04855
Q9UNX9	DB04855
P63252	DB04855
P48050	DB04855
P35498	DB00555
Q9Y5Y9	DB00555
Q9UI33	DB00555
Q99250	DB00555
Q9NY46	DB00555
P35499	DB00555
Q14524	DB00555
Q01118	DB00555
Q9UQD0	DB00555
Q15858	DB00555
Q13936	DB00273
Q01668	DB00273
O60840	DB00273
Q13698	DB00273
Q02641	DB00273
Q08289	DB00273
P54284	DB00273
O00305	DB00273
Q9NPA2	DB01039
P35232	DB15496
P04114	DB14548
P02790	DB14548
P04196	DB14548
P00738	DB14548
P41238	DB14548
Q02383	DB14548
P00488	DB11300
P35228	DB01017
P37059	DB13953
P06737	DB02089
Q13423	DB03461
P11766	DB03704
P48728	DB04789
P50213	DB09092
Q9P0X4	DB00617
P30542	DB00277
P00519	DB01254
P12319	DB05797
P00451	DB06050
P23219	DB00244
P21728	DB00334
P35916	DB04879
P02452	DB11338
Q9H4B7	DB01248
P17948	DB04879
Q9UPY5	DB00740
P06213	DB00047
P04049	DB05190
P12259	DB11300
O00764	DB03909
P24530	DB06268
P20309	DB00202
P30613	DB04551
P00734	DB00055
P13716	DB02239
P14060	DB01536
O43246	DB00129
P14780	DB01017
P13674	DB00172
P21554	DB02955
P30556	DB00678
P34995	DB00770
P10515	DB03760
P11836	DB00081
P29475	DB01221
P07195	DB03940
P24752	DB14009
O15496	DB13894
Q07869	DB00197
Q9UDR5	DB02338
P10912	DB09098
Q9UDX3	DB14002
P00492	DB02309
P28702	DB00412
Q13639	DB01079
P02792	DB09147
P14618	DB02726
Q12809	DB00204
P11229	DB00202
P34972	DB02955
Q9NS75	DB11858
P17707	DB03754
Q9BYV1	DB00145
Q9H244	DB00758
P25021	DB00408
P06746	DB03222
P07741	DB03506
Q16647	DB08675
Q05940	DB00368
O95477	DB01599
P17752	DB12095
P03372	DB00286
P08700	DB09221
Q04828	DB00945
P24046	DB00466
P69905	DB01592
P80365	DB01569
P10275	DB00396
P05091	DB00822
P22888	DB00044
Q8WY07	DB00129
P09172	DB00988
P35498	DB01121
P07437	DB00570
P13631	DB00523
P21918	DB00334
Q9H3N8	DB00408
P36888	DB05014
P23368	DB03499
Q9Y697	DB00160
P51649	DB00313
O00180	DB01346
Q9NYK1	DB04860
Q99720	DB00502
P00387	DB09130
Q02218	DB09092
P15692	DB01120
P37288	DB00093
P08588	DB00195
P31040	DB04657
Q9Y5Y9	DB00297
P00367	DB00756
Q9NVS9	DB03345
O76074	DB00806
P20273	DB12688
P48637	DB00151
P45381	DB14487
P07814	DB02510
P14061	DB01561
Q14524	DB00280
P30968	DB00050
P09619	DB00619
P10826	DB00523
Q09428	DB00672
P08185	DB14487
P00747	DB00015
P30825	DB00129
P16442	DB03501
P37231	DB00197
P00742	DB00100
Q9UBS5	DB01080
P98194	DB01028
P08243	DB00171
P16083	DB01065
P12821	DB00519
P07327	DB02721
P23381	DB04537
P54577	DB02709
P55157	DB05678
P06858	DB13751
P05121	DB00015
P29275	DB00640
P10415	DB01248
P08912	DB00342
P09917	DB00233
P00491	DB01667
P14679	DB00600
P80404	DB00142
O76054	DB14001
P15291	DB03013
P49902	DB06408
P35354	DB00233
P29474	DB00360
Q04771	DB12010
P08473	DB02062
P00915	DB00310
Q08828	DB09121
P00797	DB00722
Q16773	DB02556
P01008	DB01109
P55011	DB00887
P05089	DB02381
P08913	DB00320
Q5T1J1	DB05792
P08908	DB00247
P34897	DB00145
P30518	DB00872
Q02641	DB00393
P00480	DB02011
P46098	DB00363
P10828	DB00509
P21549	DB00145
Q99714	DB09568
P00918	DB00311
P35520	DB00133
P04818	DB00432
P23921	DB00631
P08620	DB05309
P49286	DB02709
P28845	DB03461
P00374	DB00563
P34896	DB00145
P08709	DB00170
P00395	DB09140
P02766	DB11644
Q9UDX4	DB14002
P18825	DB00363
P05093	DB00421
P50440	DB02068
P20648	DB00448
P19801	DB03608
P0DMS8	DB00824
O00555	DB01244
Q9UM73	DB09063
P00740	DB05131
Q05586	DB01043
P43116	DB00929
P35968	DB04727
Q14749	DB01752
Q9UKG9	DB03832
Q06203	DB01254
Q16836	DB03612
P04070	DB09131
P47869	DB00306
Q02127	DB02262
P00505	DB00142
P25103	DB01221
P48551	DB00018
P23945	DB00094
P21917	DB00268
Q16719	DB07069
P41595	DB00248
P08246	DB02341
O15399	DB01173
P02794	DB13995
P00325	DB02481
P32238	DB04867
P38435	DB00100
P11926	DB01917
P08173	DB00340
P50416	DB01074
Q00266	DB03611
Q9GZZ6	DB00674
P19793	DB00307
O75311	DB00466
O15554	DB00468
Q13224	DB00502
P0DP23	DB00622
P55017	DB00562
P41143	DB00318
P04083	DB00741
P04181	DB02054
P00338	DB02701
P22303	DB00411
P31749	DB01645
Q13936	DB00343
P23415	DB00466
P42684	DB05184
Q14432	DB00277
Q96Q40	DB12010
P08514	DB04863
P35367	DB00246
P29466	DB04875
P28223	DB00248
P30872	DB09099
P10721	DB01254
Q14957	DB00454
P22413	DB06408
P30939	DB00315
Q9H252	DB01162
P00326	DB01711
O60706	DB09220
P31644	DB00306
Q96P88	DB01406
P43119	DB01160
P28566	DB00247
P48169	DB00306
Q03154	DB09130
O43497	DB00593
P30049	DB01028
P23975	DB00193
Q07343	DB00277
P43155	DB02648
P35348	DB00248
Q13621	DB00310
P03886	DB01159
P07202	DB00550
P41180	DB01012
P02787	DB01370
P04626	DB04988
O94788	DB00755
P48039	DB02709
P20701	DB00227
P54687	DB00149
P04424	DB03814
P25101	DB04674
P34903	DB00306
P17174	DB00142
P02768	DB00545
P28335	DB00247
O60391	DB01159
P22748	DB00311
P02671	DB00029
P18405	DB01216
P04406	DB03893
P09884	DB01073
Q12791	DB00774
P00352	DB00755
P16066	DB00883
P06401	DB00351
P08172	DB00280
P14778	DB05303
Q14353	DB01752
Q04609	DB06928
P18089	DB00292
P04035	DB00227
P35368	DB00248
Q14534	DB01091
P35462	DB00268
P31213	DB01216
P40925	DB11638
P13612	DB05092
P42330	DB01536
P30043	DB02073
P12235	DB01736
P43088	DB00905
P07101	DB00360
P01619	DB14487
P11586	DB02358
P52895	DB03461
P18031	DB01820
P15509	DB05386
P68871	DB02126
Q9Y233	DB08383
P41145	DB00295
P15056	DB05984
Q8TDS4	DB08949
P30085	DB03435
P42261	DB00555
Q8TCU5	DB00514
P08253	DB01630
P48048	DB00350
Q01959	DB00245
P00390	DB00262
P34969	DB00247
P14784	DB00074
P19235	DB07637
P47712	DB01103
P01589	DB00074
P28221	DB00248
P17181	DB00018
P10276	DB00523
Q9NYX4	DB00831
P24298	DB00160
P08235	DB00421
P00966	DB00155
P51787	DB04957
Q13131	DB00914
Q06432	DB00528
P16233	DB04233
P04278	DB00367
P10827	DB00509
P05230	DB01109
P54289	DB00308
P17735	DB00135
P14902	DB14009
P07550	DB00221
P62942	DB00877
P11498	DB07497
Q9NS40	DB01162
O00763	DB02859
O95342	DB01016
P01375	DB00065
Q9Y271	DB00587
Q13946	DB08602
P48443	DB00412
Q14654	DB00661
P12314	DB00028
Q9BQB6	DB00498
P06732	DB04027
P25100	DB00298
Q03405	DB00015
O14556	DB02205
O15382	DB00149
P12268	DB00811
P02818	DB03847
P15538	DB05667
P05023	DB00774
Q99707	DB00134
P09601	DB02073
P30536	DB00404
Q15822	DB00416
P21817	DB04786
P11388	DB00380
P23416	DB00466
P15121	DB00605
P21802	DB01109
P31645	DB00191
P19634	DB06468
P00439	DB00368
P14416	DB00248
P78540	DB03731
P21731	DB09285
Q12879	DB00454
P20839	DB00811
P16219	DB03147
Q9UBK8	DB00200
Q16445	DB00306
O94760	DB00736
P00533	DB00281
P35372	DB00318
Q07912	DB11986
P47901	DB02638
P05546	DB06271
P14324	DB00630
P11473	DB00153
P40926	DB09092
Q09470	DB00753
P33527	DB04851
P32929	DB02328
Q92731	DB00396
Q99062	DB05249
P04150	DB00240
P14867	DB00273
P28222	DB00247
P09488	DB01834
Q03013	DB03032
P09211	DB00363
P07203	DB14009
O43708	DB08809
O95954	DB00142
Q13002	DB00241
P42262	DB00241
P48058	DB04982
P42263	DB01356
O43451	DB04878
P12931	DB01866
P06241	DB12010
P29317	DB08896
P06239	DB02010
P30559	DB09059
Q93088	DB04272
P42081	DB06681
P33681	DB06681
Q01718	DB09334
P43681	DB00241
P17787	DB00514
P16234	DB01268
P07333	DB06080
P27487	DB01884
P01031	DB01593
P43220	DB06655
P08069	DB00047
O95180	DB00661
P11086	DB03824
Q7Z4W1	DB03461
Q02750	DB05239
Q14289	DB08341
P05771	DB06486
Q16850	DB05667
P10253	DB05200
Q9NSA0	DB01212
P29972	DB09338
P22102	DB03546
Q99584	DB01164
Q06520	DB04445
Q00535	DB02950
P26358	DB01035
P00749	DB01905
O43526	DB04953
O75015	DB00028
P35558	DB03267
P30044	DB03793
P12724	DB04272
P35270	DB03886
P01023	DB00626
P51681	DB05906
P08581	DB06896
P11217	DB01843
P05231	DB05470
P61073	DB06809
P03956	DB07926
P02652	DB14487
P28482	DB02116
P29274	DB00358
P02763	DB00396
P25116	DB09030
P27169	DB09130
P02778	DB11338
P00156	DB07401
P07858	DB02685
P07339	DB03028
P98164	DB00798
P07225	DB00464
P01579	DB05110
P50406	DB00334
P01189	DB01565
P34913	DB04213
P49888	DB02902
P01009	DB03345
P01133	DB08862
P27986	DB06486
O75469	DB00252
P06730	DB02716
Q12882	DB03048
P10145	DB05855
Q04760	DB03130
P45452	DB02049
P10646	DB14562
Q9Y5N1	DB05080
P05120	DB06245
P17936	DB06448
P11387	DB04690
P17405	DB01151
P04062	DB06720
P29460	DB05679
Q9BYF1	DB05203
O14732	DB14508
P01137	DB06205
P32418	DB04855
P56817	DB06930
O14965	DB05198
Q7L0J3	DB05885
P02788	DB03040
O60488	DB00412
Q9Y275	DB08879
Q16853	DB04334
Q00987	DB04144
Q9Y6L6	DB05521
P31930	DB04799
Q03181	DB00197
P99999	DB03317
P27824	DB06245
P13945	DB00866
P62937	DB01742
P09038	DB00877
Q13464	DB08162
P01042	DB14487
P46059	DB00493
Q16539	DB01807
P03951	DB07022
Q8NER1	DB00168
P63316	DB01023
P07359	DB05391
P06850	DB02952
P24385	DB11718
P48549	DB01159
P60568	DB02555
P48051	DB11633
P08183	DB00778
P23946	DB04016
P04629	DB08896
P05412	DB01029
P04275	DB06081
Q96RJ0	DB01576
P13500	DB09301
P01584	DB05133
P35557	DB07359
Q13231	DB03539
P01019	DB12548
P27361	DB02733
O60858	DB01565
P49841	DB01793
Q4U2R8	DB01212
P04004	DB09130
P24941	DB02052
P16118	DB02930
P16581	DB06423
P05164	DB00583
P01112	DB04137
P06493	DB02950
P80188	DB01926
P05362	DB12598
P19838	DB01411
P00750	DB06404
P11413	DB05107
P06870	DB06245
Q9UM07	DB00759
P01138	DB09221
P53779	DB03084
P11021	DB09130
P11137	DB01248
P15309	DB06688
P06881	DB14040
O43519	DB12147
P19367	DB04395
Q16678	DB03467
P19320	DB05399
P08254	DB01996
P02649	DB14487
P07900	DB02359
P14210	DB03959
O75762	DB09061
Q13126	DB02281
P17252	DB05013
P27815	DB00806
Q16348	DB00713
P00450	DB01592
P53609	DB08180
Q15858	DB06201
P16455	DB02216
P07204	DB09213
P29218	DB14507
P07686	DB03747
O14920	DB00945
P05106	DB00098
P98170	DB04612
P16109	DB06779
Q9UNN8	DB11328
P42574	DB03124
O60603	DB03963
P14625	DB02424
O60760	DB01897
P07355	DB06245
Q9NR96	DB05463
P31751	DB07947
P00167	DB14526
P04271	DB04464
P13726	DB07207
P02751	DB08888
P22894	DB02953
P15559	DB01927
Q08257	DB14009
Q7Z2W7	DB09061
P28161	DB03310
P41594	DB06201
O15530	DB01933
P13569	DB01016
P39900	DB02118
P06744	DB02093
P08100	DB01728
P22455	DB08901
Q99808	DB12010
P04040	DB14009
P05113	DB06612
P68400	DB02170
P02743	DB07579
Q96C86	DB03593
P23919	DB03195
Q13370	DB01970
P31939	DB00642
Q10588	DB02930
O75874	DB14568
O00204	DB03309
Q08188	DB03152
P68363	DB05147
P11309	DB02010
Q06187	DB05204
Q08499	DB01088
P48736	DB02656
P43405	DB07159
Q71U36	DB00643
Q08881	DB12010
P41240	DB05075
P68371	DB01873
P49137	DB07406
Q04759	DB04522
Q9BQE3	DB05147
P68366	DB01873
P30405	DB02078
P04350	DB05147
Q9UKM7	DB02742
Q13509	DB04845
P08631	DB04216
Q13748	DB05147
P17900	DB03017
P36873	DB04738
P49773	DB02162
P20231	DB04764
Q9BZX2	DB03403
Q9UBX1	DB02243
Q14376	DB03041
P09871	DB00054
P50579	DB02310
Q9Y663	DB03959
P46926	DB03951
P35030	DB02585
P55055	DB07080
Q9BY41	DB02546
P23677	DB04395
P14555	DB01955
P25774	DB03984
O43570	DB00819
P04745	DB03092
P09960	DB02352
P04075	DB04326
P23526	DB03273
P49789	DB04389
P00751	DB04491
P09874	DB02498
P07477	DB01725
P11310	DB03415
P53355	DB07444
Q96RI1	DB02509
P49759	DB08691
Q96T66	DB04099
P52732	DB06040
Q9NZD2	DB03600
P14174	DB04272
P37173	DB10772
P24557	DB03052
P08238	DB03758
P50613	DB05969
P51161	DB04348
P32119	DB09130
Q16881	DB03147
Q99250	DB00818
Q9NY46	DB05232
P35499	DB00909
O00408	DB06246
P62508	DB00675
P21964	DB00494
P11511	DB00655
P02675	DB11311
P02679	DB11572
P00736	DB00054
P02745	DB00054
P02746	DB00054
P02747	DB00054
P08637	DB00028
P12318	DB00028
P31994	DB00028
P31995	DB00028
P68133	DB03021
P31785	DB05943
P05452	DB09130
P05787	DB09130
P27797	DB01065
Q07954	DB00100
P05154	DB05413
P32927	DB05943
O14832	DB13998
P07307	DB13999
P49257	DB13999
Q8NI22	DB13999
P05981	DB03297
P11362	DB01109
P22607	DB06589
P07711	DB12010
P09486	DB14481
P35346	DB06663
P48147	DB03535
P20711	DB00968
Q2TU84	DB00142
Q53ET4	DB00145
Q8TD30	DB00160
P06276	DB00449
Q13393	DB14006
O00519	DB06894
P27338	DB00752
P21397	DB00780
P19021	DB04150
Q32P28	DB00172
P47989	DB01685
Q8IVL5	DB00172
Q8IVL6	DB00172
Q00534	DB07795
P00813	DB02096
P11802	DB09073
Q9GZT9	DB04847
Q00975	DB01202
Q8N142	DB03510
O14521	DB04141
P21912	DB08689
Q99643	DB08689
P08263	DB02486
Q14330	DB14009
P23743	DB14002
P62714	DB14002
P67775	DB06905
O75899	DB05010
P36544	DB00237
Q9UGM1	DB00898
P18505	DB00546
P28472	DB00546
P47870	DB00546
P20618	DB08889
P28074	DB08889
Q08493	DB01656
Q08289	DB00401
Q13698	DB00401
O00305	DB04855
O60840	DB01388
P54284	DB04855
Q01668	DB00401
P10635	DB14011
P16435	DB03461
Q13547	DB02546
Q92769	DB00277
O15379	DB11830
Q9UBN7	DB06176
P10092	DB14041
P29371	DB11692
P49356	DB06953
P49354	DB06953
Q16665	DB02342
P43115	DB00929
P41146	DB05492
P42336	DB05241
P20292	DB06346
P42345	DB01590
Q00653	DB05451
P00441	DB01593
Q9NY47	DB01023
O43525	DB00996
Q9NR82	DB06089
P41231	DB05390
O00329	DB05552
O60674	DB07161
P07949	DB05294
Q05655	DB12010
P50391	DB05085
P49146	DB05045
Q02880	DB00773
P09467	DB02848
Q9H228	DB12612
P05177	DB09061
P50135	DB04655
Q16790	DB00909
P03952	DB06404
Q15842	DB01154
O00206	DB02767
P16422	DB06607
Q01726	DB11653
O14746	DB12747
P31350	DB05260
P54760	DB07250
Q96EB6	DB15493
P07237	DB09130
P21796	DB14009
Q15185	DB09130
O14717	DB09462
P08684	DB05478
P04746	DB02218
Q9NQX3	DB03766
Q99418	DB03401
Q92831	DB08291
P23141	DB00583
P53778	DB05157
P11712	DB12319
P27707	DB05494
P01857	DB04473
O00244	DB03127
P10632	DB08607
P06703	DB14481
P16152	DB03394
Q05397	DB07460
O43252	DB09462
P15531	DB02345
Q96FI4	DB09130
O43617	DB08342
Q9Y3R4	DB03991
P12429	DB09095
P15086	DB06835
P07360	DB04272
P07998	DB01812
Q01064	DB01244
Q16769	DB04636
P78368	DB04604
P30291	DB07226
P11509	DB07617
P07384	DB07627
Q9NXA8	DB03478
Q02763	DB08221
P04637	DB03347
O96017	DB12010
O14757	DB06852
Q92847	DB15488
P00403	DB05412
P41597	DB12520
P05067	DB01593
P23560	DB09301
Q5NUL3	DB13961
Q96GD4	DB06486
P15328	DB05595
O15392	DB05141
Q8NET8	DB09061
P43235	DB02869
P10644	DB02527
Q13233	DB12010
P04792	DB12695
Q15116	DB09037
Q693P7	DB01043
P40238	DB06210
Q9NZQ7	DB11945
Q99527	DB05939
P02647	DB14487
P01024	DB01915
P25963	DB06543
P10636	DB01229
P27816	DB11638
P01303	DB03380
P04439	DB11294
P01730	DB12698
Q15722	DB12961
P01308	DB08231
P52333	DB08895
P15391	DB13881
P15169	DB14487
P22792	DB14487
Q16706	DB02492
Q03431	DB06285
Q07817	DB13044
P30411	DB06549
O14788	DB06643
P35408	DB09211
P56524	DB07879
P30874	DB06663
P32745	DB13985
P17538	DB01963
P55263	DB07280
P04798	DB14011
P20813	DB04794
P18545	DB07954
P52209	DB00920
Q9Y5Y4	DB00770
P54750	DB01244
P02585	DB04682
P38606	DB01133
O95749	DB04695
P33402	DB08931
Q9Y2I1	DB09242
P30926	DB00514
P32297	DB00472
P30532	DB00898
Q15825	DB00898
Q05901	DB00898
P18507	DB00425
Q8N1C3	DB00690
Q99928	DB00690
P78334	DB00690
O00591	DB00690
Q9UN88	DB00829
P28476	DB00690
O14764	DB00690
P29034	DB01593
Q9NZV8	DB06637
Q9UK17	DB01115
Q16620	DB11986
P51857	DB07447
A8MPY1	DB00690
P11717	DB13173
P07451	DB00391
P35218	DB03385
P23280	DB08846
P43166	DB00774
Q9ULX7	DB08846
Q8TCC7	DB01053
Q9NPD5	DB06749
P19652	DB00458
P09237	DB08489
P35869	DB00393
P11474	DB01645
Q15788	DB06832
Q9UNA0	DB06945
Q08462	DB09121
O95622	DB09121
P20248	DB02833
Q15596	DB02998
P53350	DB07186
P61626	DB02759
P15085	DB03012
P78536	DB07121
P31151	DB04474
Q9UNI1	DB02341
P17612	DB02155
P61925	DB06959
Q9UJM8	DB03064
P63208	DB06981
Q9NZK7	DB02448
P23467	DB07127
P13051	DB07760
P11142	DB09130
P61769	DB09130
O60551	DB07061
Q13133	DB08063
P36897	DB04480
O43293	DB07242
Q9UQF2	DB07272
P45983	DB07218
P33981	DB15498
Q8TF76	DB07995
Q14914	DB07177
Q9UGN5	DB11760
P01859	DB07329
P84077	DB04137
Q96L21	DB08437
P40429	DB08437
P62829	DB08437
P61313	DB08437
P84098	DB08437
P62750	DB08437
Q9UHA3	DB08437
Q9UNX3	DB08437
P62917	DB08437
P61927	DB04805
P39023	DB07374
P62913	DB08437
P01834	DB07375
P25705	DB07394
P06576	DB07394
P36542	DB07394
P60174	DB02726
Q14994	DB00836
P08574	DB07401
P22695	DB07401
P07919	DB07401
O14949	DB07401
P47985	DB07401
O14957	DB07763
P14927	DB07401
Q9UDW1	DB07401
Q9UBT6	DB08237
Q9UKQ2	DB02255
P28838	DB08766
O14983	DB04638
Q7Z406	DB04444
P04118	DB08222
P11488	DB04444
P09466	DB09462
Q9Y6M4	DB07489
Q494W8	DB08620
P09668	DB04126
P0CG22	DB03541
P04054	DB02210
Q86XF0	DB02001
P41235	DB08231
Q9Y6Y9	DB03017
Q9H2G2	DB12010
P49761	DB12010
Q9Y6F1	DB08348
Q7Z2Z2	DB04315
P01116	DB15568
Q92696	DB07841
P53611	DB07841
Q9UQM7	DB07766
O00141	DB08191
Q13557	DB12010
Q6UWM7	DB02471
P53582	DB07902
P14920	DB03147
P23458	DB08877
P29597	DB12010
P08758	DB02846
P06396	DB09130
P02689	DB04147
P23528	DB11638
O75116	DB12010
P62330	DB08231
P23083	DB08295
P13639	DB04315
P07948	DB06616
Q8WX39	DB03087
P78362	DB04395
P09848	DB03389
Q15119	DB08610
P14550	DB09130
O60218	DB02383
Q13555	DB12010
P62312	DB04272
P00558	DB09130
P19961	DB02379
O75390	DB02637
P13929	DB02726
P02144	DB02073
P11226	DB02837
P09382	DB04447
P20645	DB02900
Q9NPH2	DB09462
P30084	DB03059
Q7Z4J2	DB03435
Q99798	DB04072
O14594	DB08818
P51003	DB03896
P68104	DB09130
P07478	DB02325
P16930	DB01832
P20339	DB04315
P49411	DB14487
P62166	DB14481
P05062	DB04326
Q96RQ9	DB04166
Q9NWZ5	DB03685
Q16613	DB03341
Q86VU5	DB03923
P78330	DB14487
Q96PD5	DB14487
Q9UBQ6	DB03435
Q9UL51	DB09083
O00142	DB04485
P30041	DB09130
O15111	DB00795
Q99835	DB08828
P02708	DB08838
P00748	DB06689
P54219	DB01363
P0C0L5	DB09130
P47898	DB01238
P22460	DB11633
Q13882	DB15035
P42685	DB12010
P11274	DB06616
P36507	DB11689
P31639	DB09038
Q96SW2	DB08910
Q15303	DB12267
P04731	DB14487
P02795	DB14533
P14867	DB00228
P47869	DB00228
P34903	DB00228
P48169	DB00228
P31644	DB00228
Q16445	DB00228
P18505	DB00228
P47870	DB00228
P28472	DB00228
O14764	DB00228
P78334	DB00228
Q8N1C3	DB00228
P18507	DB00228
Q99928	DB00228
O00591	DB00228
Q9UN88	DB00228
Q05586	DB01238
Q12879	DB01238
Q13224	DB01238
Q14957	DB01238
O15399	DB01238
Q8TCU5	DB01238
O60391	DB01238
P23415	DB09061
P48167	DB09061
P08908	DB09304
P28222	DB09304
P28221	DB09304
P28566	DB09304
P30939	DB09304
P28223	DB09304
P41595	DB09304
P28335	DB09304
P46098	DB09304
O95264	DB09304
Q8WXA8	DB09304
Q70Z44	DB09304
A5X5Y0	DB09304
Q13639	DB09304
P50406	DB09304
P34969	DB09304
P35348	DB00433
P35368	DB00433
P25100	DB00433
P08913	DB00397
P18089	DB00397
P18825	DB00397
P08588	DB00334
P07550	DB00334
P13945	DB00334
P35348	DB01049
P35368	DB01049
P25100	DB01049
P08913	DB01049
P18089	DB01049
P18825	DB01049
P21728	DB00408
P21918	DB00408
P11229	DB00540
P08172	DB00540
P20309	DB00540
P08173	DB00540
P08912	DB00540
P35498	DB00776
Q9Y5Y9	DB00776
Q9UI33	DB00776
